Make,Model,Year,Price,Mileage,Body Type,Location,Anomaly_Score,Is_Anomaly
jeep,grand-cherokee,2007,86014,256745,SUV,Dubai,0.15950261769023538,False
nissan,patrol,2010,107862,97083,SUV,Dubai,0.18946175304383522,False
bmw,x5,2005,40077,261635,SUV,Abu Dhabi,0.14613078080588104,False
land-rover,range-rover,2023,1320060,100107,SUV,Dubai,0.02927740842552662,False
toyota,avanza,2007,39481,84813,Sedan,Dubai,0.17410568818618777,False
dodge,challenger,2008,244805,179408,Sports Car,Sharjah,0.16931883534645126,False
bmw,x5,2015,90059,269403,SUV,Dubai,0.17001963506603723,False
mercedes-benz,g-class,2021,993642,247505,SUV,Dubai,0.0688460394919328,False
volvo,v-class,2018,99489,151621,Hatchback,Dubai,0.20102848871086232,False
lincoln,mkt,2018,36291,252007,SUV,Dubai,0.19487664421804446,False
nissan,patrol,2009,80094,118878,SUV,Ajman,0.17932642905034396,False
volkswagen,touareg,2008,251882,43857,Utility Truck,Dubai,0.15479644451140723,False
ford,mustang,2014,41042,75548,Coupe,Dubai,0.21313666269165427,False
toyota,fortuner,2007,134417,33757,SUV,Dubai,0.16277548468555508,False
mercedes-benz,c-class,2020,376220,26324,Sedan,Dubai,0.12478188955629188,False
mercedes-benz,s-class,2013,215839,148317,Sedan,Dubai,0.19441710208537155,False
nissan,patrol,2018,252810,95225,SUV,Abu Dhabi,0.1885872751102241,False
audi,r8,2019,227074,28428,Sports Car,Dubai,0.08513143527461231,False
bentley,continental-flying-spur,2005,1251281,296378,Sedan,Dubai,-0.06583903084124909,True
honda,accord,2006,67041,182854,Sedan,Abu Dhabi,0.17142533605428567,False
nissan,xterra,2010,133535,137202,SUV,Dubai,0.19811445564168345,False
porsche,carrera,2016,829443,181585,Coupe,Dubai,0.024819735071195947,False
honda,city,2009,45589,204404,Sedan,Dubai,0.19120714165712432,False
land-rover,range-rover,2014,557010,54591,SUV,Dubai,0.12204908490634059,False
honda,civic,2016,70611,102425,Other,Dubai,0.20196863676763,False
lexus,rx-series,2014,216912,151717,SUV,Sharjah,0.19935308572397925,False
mercedes-benz,s-class,2005,260222,283807,Coupe,Dubai,0.09823800956152007,False
infiniti,qx56,2005,53076,11409,SUV,Dubai,0.09257223789002833,False
mercedes-benz,c-class,2007,227026,299232,Sedan,Dubai,0.0920408278533934,False
mercedes-benz,g-class,2022,268468,181765,SUV,Dubai,0.15909888577816594,False
mercedes-benz,g-class,2023,218902,162357,SUV,Dubai,0.1524769076101427,False
toyota,fj-cruiser,2024,31859,31590,SUV,Dubai,0.14025934259883172,False
bmw,x1,2012,100492,38479,SUV,Dubai,0.17902058749488264,False
nissan,altima,2014,27715,18526,Sedan,Dubai,0.16773109422340432,False
porsche,cayenne,2017,556888,264894,SUV,Dubai,0.0355070475965662,False
jeep,wrangler,2019,89772,274034,Hard Top Convertible,Dubai,0.17828659027592464,False
mercedes-benz,s-class,2020,259267,239032,Sedan,Dubai,0.1586754049636811,False
ford,f-series-pickup,2007,298298,16290,Pick Up Truck,Dubai,0.11867415398026493,False
dodge,charger,2016,113512,208780,Sedan,Dubai,0.21183565505948965,False
audi,q7,2006,74983,58497,SUV,Dubai,0.16784574070556035,False
gmc,terrain,2019,19676,140244,SUV,Dubai,0.19322198068851326,False
bmw,7-series,2022,39784,279999,Sedan,Dubai,0.1591634784815179,False
ford,ecosport,2011,55296,201978,Crossover,Sharjah,0.19794368852633037,False
kia,picanto,2023,35330,192780,Hatchback,Dubai,0.1693679271685854,False
volkswagen,cc,2020,35490,227488,Sedan,Dubai,0.18376094355254713,False
ford,bronco,2014,283726,205454,SUV,Dubai,0.18241159749574337,False
volkswagen,jetta,2010,20424,229443,Sedan,Dubai,0.17781475006770825,False
hyundai,genesis,2022,53873,98350,Sedan,Dubai,0.18716283498029063,False
nissan,patrol,2017,248627,163013,SUV,Dubai,0.19068378239945455,False
mercedes-benz,e-class,2022,96792,127136,Sedan,Dubai,0.19199718105915048,False
volkswagen,touareg,2010,33339,144664,SUV,Dubai,0.20684446720388422,False
land-rover,lr2,2019,32702,157934,SUV,Dubai,0.20459055718035257,False
chevrolet,impala,2021,70411,155645,Sedan,Dubai,0.1993774756186802,False
dodge,challenger,2016,61617,142000,Sedan,Sharjah,0.21625349174398634,False
mercedes-benz,c-class,2007,158360,195638,Coupe,Sharjah,0.16323843192876397,False
bmw,3-series,2024,71984,258000,Sedan,Dubai,0.09433739184095147,False
maybach,other,2012,1268997,46917,SUV,Dubai,0.012709226960880171,False
mitsubishi,pajero,2011,59542,222722,SUV,Dubai,0.19909612726684423,False
bmw,m5,2013,368798,21137,Sedan,Abu Dhabi,0.1376610675241744,False
porsche,carrera,2017,383055,210416,Coupe,Dubai,0.04997509835952341,False
bentley,continental-gt,2016,710018,33078,Van,Dubai,-0.02871235179789522,True
nissan,patrol,2016,120741,29587,SUV,Dubai,0.16859952924388955,False
mitsubishi,l200,2020,39116,265726,SUV,Dubai,0.17161828502286552,False
bmw,x5,2018,137138,105469,SUV,Sharjah,0.2091445136809051,False
suzuki,jimny,2024,91731,155511,SUV,Dubai,0.14344419747631088,False
mercedes-maybach,s-class,2022,1652014,267081,Sedan,Dubai,-0.06590700371834612,True
nissan,murano,2005,44215,29143,SUV,Dubai,0.14197999832691177,False
ford,explorer,2016,84488,274473,SUV,Dubai,0.18847919286929898,False
rolls-royce,ghost,2012,892342,74319,Sedan,Dubai,-0.016588902034425423,True
mercedes-benz,c-class,2012,72407,257532,Sedan,Sharjah,0.1837217164480751,False
jeep,wrangler,2005,60392,66215,SUV,Dubai,0.1561077917292606,False
mercedes-benz,e-class,2022,141166,104141,Coupe,Dubai,0.18617517987753035,False
jeep,wrangler,2017,118140,69704,SUV,Dubai,0.2109308819518682,False
maserati,quattroporte,2015,198442,154949,Sedan,Dubai,0.06849495345130219,False
land-rover,range-rover,2013,345466,56567,SUV,Dubai,0.1591378320774438,False
hyundai,santa-fe,2005,17487,282115,SUV,Abu Dhabi,0.12234537223323683,False
mercedes-benz,glc,2010,183051,90049,SUV,Sharjah,0.17610921909081012,False
land-rover,range-rover-evoque,2022,133528,289232,SUV,Dubai,0.11953565076589978,False
land-rover,range-rover-evoque,2017,121976,76472,SUV,Dubai,0.2000115967009613,False
volvo,xc60,2016,163572,225984,SUV,Dubai,0.17497255671175543,False
maserati,ghibli,2019,266659,144605,Sedan,Dubai,0.05809519180563549,False
jeep,wrangler,2012,129497,108505,SUV,Dubai,0.21182303690575288,False
chevrolet,tahoe,2013,107691,117881,SUV,Sharjah,0.1977557476178794,False
rolls-royce,cullinan,2013,2501927,82554,SUV,Dubai,-0.06940795815851586,True
toyota,previa,2014,36276,150612,Hatchback,Abu Dhabi,0.2065335683139316,False
jeep,grand-cherokee,2008,159425,209021,SUV,Dubai,0.1708839897338585,False
toyota,fortuner,2017,40473,51699,SUV,Dubai,0.18965456523959207,False
mini,cooper,2014,96081,292517,Sedan,Dubai,0.1521240372279417,False
hyundai,accent,2018,36561,52930,Sedan,Dubai,0.18469396413513334,False
audi,a7,2006,93734,41182,Sedan,Dubai,0.16065604898541963,False
mitsubishi,montero-sport,2008,125368,263062,SUV,Dubai,0.1761193309370624,False
nissan,murano,2014,11674,99649,SUV,Dubai,0.2074892152389557,False
porsche,cayenne,2019,142594,140384,SUV,Dubai,0.05970797951036977,False
mini,cooper,2022,26787,51681,Soft Top Convertible,Dubai,0.15149293132428743,False
tesla,model-3,2012,286186,15905,Sedan,Dubai,0.11977557486933366,False
mercedes-benz,g-class,2009,114090,84839,SUV,Dubai,0.18066013269141712,False
audi,tt,2015,152933,263869,Soft Top Convertible,Dubai,0.1649048710493664,False
chevrolet,traverse,2007,81298,168716,SUV,Abu Dhabi,0.19434358363894044,False
mitsubishi,pajero,2024,46037,151712,SUV,Dubai,0.1634461827422532,False
jaguar,xf,2010,186287,223387,Sedan,Dubai,0.18879966988220032,False
bmw,x5,2021,638705,257531,SUV,Dubai,0.10221981815720216,False
nissan,pathfinder,2005,67650,64621,SUV,Dubai,0.15946901543755682,False
ford,pickup,2006,284787,160773,Pick Up Truck,Dubai,0.15020600775607063,False
honda,pilot,2006,29593,176571,SUV,Abu Dhabi,0.17672992372867846,False
bmw,6-series,2010,267630,291521,Sedan,Dubai,0.13688764218800598,False
chevrolet,silverado,2007,74939,279085,Utility Truck,Dubai,0.1410466728063695,False
bmw,4-series,2010,89338,67579,Sedan,Abu Dhabi,0.2047027623648855,False
porsche,cayenne,2009,532119,64987,SUV,Abu Dhabi,0.04515389756114896,False
ford,figo,2012,15776,76195,Hatchback,Dubai,0.1913016466135452,False
nissan,patrol,2017,122079,194599,SUV,Abu Dhabi,0.1969284521706669,False
nissan,juke,2007,38980,93732,Hatchback,Dubai,0.1750752434684219,False
porsche,panamera,2010,201848,217256,Wagon,Dubai,0.05180024932957006,False
honda,cr-v,2018,22874,231037,SUV,Dubai,0.18573357176088862,False
tesla,model-3,2015,261514,261779,Sedan,Dubai,0.14091170417531806,False
bmw,3-series,2009,44613,133073,Coupe,Dubai,0.19405181107597436,False
porsche,carrera,2024,384337,141680,Coupe,Dubai,0.01228370028648007,False
mercedes-benz,gle-coupe,2023,1346643,13472,SUV,Dubai,-0.001607849967880215,True
kia,soul,2022,35082,126592,Hatchback,Ajman,0.17203729308666033,False
porsche,cayenne,2014,168428,14023,SUV,Dubai,0.028534827233827498,False
mercedes-benz,c-class,2016,201346,247412,Sedan,Dubai,0.16464407080745463,False
lexus,gx-series,2020,100109,50028,SUV,Dubai,0.1659594649715882,False
nissan,pathfinder,2017,64062,129259,SUV,Sharjah,0.2092173197724413,False
land-rover,range-rover,2014,152010,15435,SUV,Dubai,0.15020274476875645,False
lamborghini,urus,2021,1910904,136220,SUV,Dubai,-0.014085086788899193,True
lexus,ls-series,2023,98918,271859,Sedan,Sharjah,0.13308870390413635,False
mercedes-benz,s-class,2017,1359595,99745,Sedan,Dubai,-0.026715842700714476,True
dodge,durango,2024,33898,231256,SUV,Dubai,0.12792607825958247,False
tesla,model-s,2023,308196,39244,SUV,Abu Dhabi,0.08888939896031967,False
rolls-royce,cullinan,2018,2108991,232400,SUV,Dubai,-0.055525902333192656,True
toyota,land-cruiser,2017,329470,20877,SUV,Dubai,0.1383575595947385,False
jeep,compass,2012,59385,172970,SUV,Dubai,0.20111663603349356,False
toyota,86,2009,87699,144854,Coupe,Dubai,0.19975690321231732,False
bmw,7-series,2006,193244,120869,Sedan,Dubai,0.15008854168695085,False
honda,pilot,2005,104598,282971,SUV,Dubai,0.134697501748538,False
toyota,fj-cruiser,2005,89512,285349,SUV,Dubai,0.13309618419896418,False
renault,koleos,2022,37409,246728,SUV,Dubai,0.16867191853711394,False
toyota,rav-4,2010,71008,107396,SUV,Sharjah,0.2002359257913216,False
lexus,ls-series,2010,94243,117813,Sedan,Sharjah,0.1901450104483675,False
land-rover,range-rover-sport,2018,19790,84069,SUV,Dubai,0.17269799134997776,False
mercedes-benz,cla,2023,100716,217083,Sedan,Dubai,0.15930371809794608,False
bmw,4-series,2023,78021,46989,Coupe,Dubai,0.14742975333394065,False
honda,odyssey,2005,84659,67947,Crossover,Sharjah,0.1577775942493604,False
lexus,ls-series,2006,23195,219512,Sedan,Sharjah,0.13218033246707162,False
hyundai,genesis,2015,91974,266057,Sedan,Dubai,0.19567960717344762,False
mercedes-benz,gle-coupe,2023,705081,102070,SUV,Dubai,0.09805979417219146,False
nissan,van,2015,71154,17656,Van,Dubai,0.1646627740672878,False
porsche,panamera,2015,96094,258677,Coupe,Sharjah,0.04773498013175248,False
mitsubishi,pajero,2023,44396,198758,SUV,Dubai,0.17993468017408587,False
nissan,x-trail,2020,38819,281146,Sedan,Sharjah,0.15862326447139607,False
tesla,model-x,2016,306344,31842,SUV,Dubai,0.12537017657591143,False
nissan,altima,2017,57883,70602,Sedan,Abu Dhabi,0.20068893842819702,False
hyundai,tucson,2006,59424,170483,SUV,Dubai,0.17220415811590029,False
infiniti,qx50,2019,85095,49775,Other,Abu Dhabi,0.19260452143397866,False
toyota,supra,2021,191347,196507,Coupe,Dubai,0.18340605463598375,False
dodge,charger,2024,105774,165044,Sports Car,Sharjah,0.14442785963265098,False
ford,ranger,2011,131405,98817,Pick Up Truck,Dubai,0.19672452208885272,False
toyota,land-cruiser,2024,114075,258539,SUV,Dubai,0.14673483168765927,False
nissan,sunny,2016,17496,199162,Sedan,Dubai,0.1926099356350719,False
ford,explorer,2006,36106,64043,SUV,Dubai,0.16811551504693267,False
hyundai,h1,2016,75367,136937,Van,Dubai,0.20473793939716034,False
ford,edge,2017,44583,122421,SUV,Dubai,0.21054687623037993,False
ford,mustang,2008,187400,179752,Coupe,Dubai,0.17458825158675373,False
mercedes-benz,cla,2005,164940,172538,Sedan,Dubai,0.13554359165734098,False
dodge,charger,2012,14705,227665,Sedan,Dubai,0.16557351954129096,False
nissan,navara,2009,119796,24413,Pick Up Truck,Dubai,0.15602261982793775,False
ford,f-series-pickup,2017,149025,90378,Pick Up Truck,Dubai,0.209916627794193,False
mercedes-benz,g-class,2017,270014,90744,SUV,Dubai,0.18104575350990915,False
nissan,murano,2015,16679,100894,SUV,Dubai,0.20515359649561427,False
cadillac,ctscatera,2021,79847,46174,Sedan,Dubai,0.18067271433272558,False
hyundai,santa-fe,2007,33722,128205,SUV,Dubai,0.18224512215353478,False
renault,megane,2006,59677,61252,Coupe,Dubai,0.15826177070894498,False
mercedes-benz,g-class,2006,991092,287965,SUV,Dubai,0.03253866916951831,False
land-rover,range-rover-sport,2022,152656,94551,SUV,Dubai,0.186981573613698,False
toyota,fj-cruiser,2007,99111,193101,SUV,Dubai,0.1912386135368777,False
rolls-royce,wraith,2012,1270658,286196,Coupe,Dubai,-0.043483109053616076,True
toyota,hilux,2019,77903,39229,Van,Sharjah,0.1739878693529009,False
nissan,xterra,2022,103783,288578,SUV,Dubai,0.13017740169683412,False
mercedes-benz,gt,2014,2179634,52541,Sports Car,Dubai,-0.014321860322913271,True
toyota,land-cruiser,2013,268770,195743,SUV,Dubai,0.1895791875444789,False
mercedes-benz,c-class,2008,52035,96665,Sedan,Abu Dhabi,0.1835455468948926,False
chevrolet,spark,2009,33321,244558,Hatchback,Dubai,0.174048874929692,False
mercedes-benz,e-class-coupe,2019,495313,61846,Coupe,Dubai,0.1284164893823051,False
mitsubishi,pajero,2023,27962,132266,SUV,Dubai,0.17966492163260483,False
land-rover,range-rover,2008,546850,202726,SUV,Dubai,0.12820669653862793,False
lexus,rx-series,2007,92422,159913,SUV,Dubai,0.19485415713216264,False
land-rover,range-rover-sport,2012,275466,280805,SUV,Dubai,0.14008151869616453,False
mercedes-benz,e-class,2017,185250,220158,Sedan,Dubai,0.19197293918071157,False
volvo,xc60,2011,45972,245187,SUV,Dubai,0.18834179633278503,False
jeep,wrangler,2022,70279,221743,SUV,Dubai,0.18123366747397435,False
land-rover,range-rover-sport,2006,297666,149345,SUV,Dubai,0.15126329537459388,False
bentley,bentayga,2014,541080,28086,SUV,Sharjah,-0.03004206584241409,True
toyota,yaris,2013,53850,79476,Sedan,Dubai,0.20287415663631786,False
lexus,nx-300,2015,149955,86814,SUV,Dubai,0.18996895040154949,False
mercedes-benz,c-class,2014,30688,199988,Sedan,Dubai,0.21297914924236333,False
mercedes-benz,cls-class,2022,51901,41399,Sedan,Abu Dhabi,0.17158338009502122,False
dodge,challenger,2021,125280,192959,Sedan,Ajman,0.18251640290574633,False
gmc,yukon,2011,87587,223585,SUV,Dubai,0.18306622426201752,False
nissan,patrol,2014,199423,138843,SUV,Abu Dhabi,0.2027182518158227,False
nissan,kicks,2010,49173,201626,SUV,Dubai,0.19708172428794657,False
infiniti,q80,2020,154494,284178,SUV,Dubai,0.1367143714213621,False
mercedes-benz,g-class,2022,943116,150626,SUV,Dubai,0.08120277575681656,False
nissan,patrol,2005,272795,55796,SUV,Dubai,0.11924483816538356,False
mercedes-benz,g-class,2018,296959,143924,SUV,Dubai,0.18259470031055586,False
kia,sorento,2017,77471,52458,SUV,Dubai,0.18786102414321032,False
toyota,rav-4,2021,88016,236695,SUV,Dubai,0.17866162973367583,False
tesla,model-y,2014,274979,20534,Coupe,Dubai,0.12938278874055748,False
land-rover,range-rover,2023,152348,136218,Wagon,Dubai,0.16210938004971487,False
mitsubishi,pajero,2006,64204,193526,SUV,Dubai,0.18011639031069432,False
toyota,fj-cruiser,2006,70098,226017,SUV,Dubai,0.1756280243513199,False
ford,edge,2011,38146,106459,SUV,Dubai,0.21283600738934327,False
toyota,fj-cruiser,2019,153234,14541,SUV,Dubai,0.1600494812716906,False
dodge,challenger,2013,47485,106400,Coupe,Dubai,0.2150166119132994,False
nissan,altima,2009,62739,131262,Sedan,Abu Dhabi,0.19502937710842655,False
volkswagen,id4,2018,101032,19466,SUV,Dubai,0.16446136404327866,False
honda,civic,2015,58611,122029,Sedan,Dubai,0.2025896139191381,False
toyota,rav-4,2007,92920,62050,SUV,Dubai,0.16653067717975878,False
volkswagen,tiguan,2010,111821,262418,SUV,Dubai,0.17279121786944268,False
lincoln,mkx,2023,75146,186933,SUV,Dubai,0.18428700853420088,False
ford,escape,2009,24277,129540,SUV,Dubai,0.1850093656071129,False
gmc,acadia,2011,16821,119866,SUV,Dubai,0.20395740294893905,False
nissan,patrol,2013,99945,112412,Wagon,Dubai,0.19560117285431755,False
toyota,land-cruiser,2013,343016,269254,SUV,Dubai,0.15233733175172243,False
honda,cr-v,2022,26046,191883,SUV,Dubai,0.1747003591375454,False
chevrolet,equinox,2010,52675,104975,Crossover,Sharjah,0.1987322154213545,False
nissan,sentra,2023,32423,151258,Sedan,Sharjah,0.16714245306614467,False
lexus,is-series,2011,21155,79617,Sedan,Sharjah,0.20275343344982022,False
dodge,charger,2015,164258,141978,Sedan,Dubai,0.2084154454874449,False
mercedes-benz,s-class,2022,650796,40469,Sedan,Dubai,0.07986480801959761,False
bmw,7-series,2021,170159,289987,Sedan,Dubai,0.11961635734667087,False
ford,explorer,2015,52527,63596,SUV,Abu Dhabi,0.2051708532207034,False
mercedes-benz,g-class,2022,780596,239986,SUV,Dubai,0.08584490752094465,False
infiniti,qx70,2016,69135,66517,SUV,Dubai,0.20919199906680463,False
jeep,grand-cherokee,2018,196365,261806,SUV,Dubai,0.1789280212941532,False
lexus,lx-series,2019,110755,185016,SUV,Sharjah,0.18868513773900714,False
mercedes-benz,cla,2005,234684,281155,Sedan,Dubai,0.09028110948253498,False
jeep,wrangler,2022,126622,235543,SUV,Dubai,0.17774064427565955,False
mercedes-benz,e-class,2015,39712,36646,Sedan,Dubai,0.19456312972184064,False
ford,mustang,2022,78089,53949,Sports Car,Dubai,0.154997345295876,False
gmc,terrain,2012,61785,76357,SUV,Dubai,0.20166117918899923,False
audi,q7,2012,36678,288471,SUV,Abu Dhabi,0.1593197746062726,False
jeep,wrangler,2015,120276,228854,SUV,Dubai,0.20034909802825862,False
chevrolet,optra,2015,9458,198930,Sedan,Dubai,0.18769353580813636,False
infiniti,q30,2007,100775,191795,SUV,Abu Dhabi,0.1773166467765387,False
mercedes-benz,c-class,2007,125630,45231,Sedan,Dubai,0.15128376642219526,False
ford,edge,2019,47562,239356,SUV,Dubai,0.19459109670509717,False
lexus,rx-series,2022,45651,282220,SUV,Ajman,0.15610112286493127,False
nissan,patrol,2005,121195,122375,Wagon,Dubai,0.16334056493347282,False
kia,mohave,2008,32544,117640,SUV,Dubai,0.19500790562844794,False
jeep,wrangler,2014,44215,93746,SUV,Dubai,0.21503246402760523,False
audi,s7rs7,2007,662248,195328,Sedan,Dubai,0.1128709103896518,False
mercury,grand-marquis,2022,21926,228832,Other,Sharjah,0.1494191398480057,False
mercedes-benz,e-class,2024,267739,153413,Sedan,Dubai,0.13140770558366238,False
chevrolet,silverado,2005,22688,43877,Pick Up Truck,Dubai,0.11058103155287147,False
mitsubishi,pajero,2016,68456,215009,SUV,Dubai,0.21077204604777966,False
mercedes-benz,cls-class,2023,266395,165990,Sedan,Dubai,0.1587212034928373,False
ford,explorer,2007,101014,46867,SUV,Dubai,0.16872617046621285,False
honda,hr-v,2016,67485,11676,SUV,Dubai,0.15597747540733942,False
volkswagen,gti,2019,29229,152112,Hatchback,Dubai,0.1910418384092717,False
toyota,rush,2017,71567,180767,SUV,Dubai,0.20504766172706107,False
toyota,camry,2008,17395,298676,Sedan,Dubai,0.11134470808479868,False
jaguar,other,2018,43314,16266,Sedan,Dubai,0.17664588220422084,False
volkswagen,touareg,2021,283155,54563,Utility Truck,Dubai,0.14988164033921414,False
nissan,patrol,2012,174831,183838,SUV,Dubai,0.20325398959293506,False
porsche,macan,2006,220019,242580,SUV,Dubai,0.027852607807811514,False
land-rover,range-rover-sport,2013,610297,211005,SUV,Dubai,0.13413808368059538,False
mercedes-benz,e-class,2012,119781,245407,Sedan,Dubai,0.1951849561102223,False
